Number,Name,Classification,Height,Weight,Typings,Abilities,Base Stat Total,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed
#730,Primarina,Soloist Pokémon,"['5\'11""', '1.8m']","['97.0lbs', '44.0kg']","['Water', 'Fairy']","['Torrent', 'Liquid Voice']",530,80,74,74,126,116,60
#731,Pikipek,Woodpecker Pokémon,"['1\'00""', '0.3m']","['2.6lbs', '1.2kg']","['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Pickup']",265,35,75,30,30,30,65
#732,Trumbeak,Bugle Beak Pokémon,"['2\'00""', '0.6m']","['32.6lbs', '14.8kg']","['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Pickup']",355,55,85,50,40,50,75
#733,Toucannon,Cannon Pokémon,"['3\'07""', '1.1m']","['57.3lbs', '26kg']","['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Sheer Force']",485,80,120,75,75,75,60
#734,Yungoos,Loitering Pokémon,"['1\'04""', '0.4m']","['13.2lbs', '6kg']",['Normal'],"['Stakeout', 'Strong Jaw', 'Adaptability']",253,48,70,30,30,30,45
#735,Gumshoos,Stakeout Pokémon,"['2\'04""', '0.7m']","['31.3lbs', '14.2kg']",['Normal'],"['Stakeout', 'Strong Jaw', 'Adaptability']",418,88,110,60,55,60,45
#736,Grubbin,Larva Pokémon,"['1\'04""', '0.4m']","['9.7lbs', '4.4kg']",['Bug'],['Swarm'],300,47,62,45,55,45,46
#737,Charjabug,Battery Pokémon,"['1\'08""', '0.5m']","['23.1lbs', '10.5kg']","['Bug', 'Electric']",['Battery'],400,57,82,95,55,75,36
#738,Vikavolt,Stag Beetle Pokémon,"['4\'11""', '1.5m']","['99.2lbs', '45.0kg']","['Bug', 'Electric']",['Levitate'],500,77,70,90,145,75,43
#739,Crabrawler,Boxing Pokémon,"['2\'00""', '0.6m']","['15.4lbs', '7kg']",['Fighting'],"['Hyper Cutter', 'Iron Fist', 'Anger Point']",338,47,82,57,42,47,63
#740,Crabominable,Woolly Crab Pokémon,"['5\'07""', '1.7m']","['396.8lbs', '180kg']","['Fighting', 'Ice']","['Hyper Cutter', 'Iron Fist', 'Anger Point']",478,97,132,77,62,67,43
#741,Oricorio,Dancing Pokémon,"['2\'00""', '0.6m']","['7.5lbs', '3.4kg']","['Fire', 'Flying']",['Dancer'],476,75,70,70,98,70,93
#742,Cutiefly,Bee Fly Pokémon,"['0\'04""', '0.1m']","['0.4lbs', '0.2kg']","['Bug', 'Fairy']","['Honey Gather', 'Shield Dust', 'Sweet Veil']",304,40,45,40,55,40,84
#743,Ribombee,Bee Fly Pokémon,"['0\'08""', '0.2m']","['1.1lbs', '0.5kg']","['Bug', 'Fairy']","['Honey Gather', 'Shield Dust', 'Sweet Veil']",464,60,55,60,95,70,124
#744,Rockruff,Puppy Pokémon,"['1\'08""', '0.5m']","['20.3lbs', '9.2kg']",['Rock'],"['Keen Eye', 'Vital Spirit', 'Steadfast']",280,45,65,40,30,40,60
#745,Lycanroc,Wolf Pokémon,"['2\'07"" / 3\'07"" / 2\'07""', '0.8m / 1.1m / 0.8m']","['55.1lbs / 55.1lbs', '25.0kg / 25.0kg']",['Rock'],"['Keen Eye', 'Sand Rush', 'Steadfast']",487,75,115,65,55,65,112
#746,Wishiwashi,Small Fry Pokémon,"['0\'08"" / 2\'07""', '0.2m / 0.8m']","['0.7lbs / 55.1lbs', '0.3kg / 25.0kg']",['Water'],['Schooling'],175,45,20,20,25,25,40
#747,Mareanie,Brutal Star Pokémon,"['1\'04""', '0.4m']","['17.6lbs', '8.0kg']","['Poison', 'Water']","['Merciless', 'Limber', 'Regenerator']",305,50,53,62,43,52,45
#748,Toxapex,Brutal Star Pokémon,"['2\'04""', '0.7m']","['32.0lbs', '14.5kg']","['Poison', 'Water']","['Merciless', 'Limber', 'Regenerator']",495,50,63,152,53,142,35
#749,Mudbray,Donkey Pokémon,"['3\'03""', '1.0m']","['242.5lbs', '110.0kg']",['Ground'],"['Own Tempo', 'Stamina', 'Inner Focus']",385,70,100,70,45,55,45
#750,Mudsdale,Draft Horse Pokémon,"['8\'02""', '2.5m']","['2028.2lbs', '920.0kg']",['Ground'],"['Own Tempo', 'Stamina', 'Inner Focus']",500,100,125,100,55,85,35
#751,Dewpider,Water Bubble Pokémon,"['1\'00""', '0.3m']","['8.8lbs', '4.0kg']","['Water', 'Bug']","['Water Bubble', 'Water Absorb']",269,38,40,52,40,72,27
#752,Araquanid,Water Bubble Pokémon,"['5\'11""', '1.8m']","['180.8lbs', '82.0kg']","['Water', 'Bug']","['Water Bubble', 'Water Absorb']",454,68,70,92,50,132,42
#753,Fomantis,Sickle Grass Pokémon,"['1\'00""', '0.3m']","['3.3lbs', '1.5kg']",['Grass'],"['Leaf Guard', 'Contrary']",250,40,55,35,50,35,35
#754,Lurantis,Bloom Sickle Pokémon,"['2\'11""', '0.9m']","['40.8lbs', '18.5kg']",['Grass'],"['Leaf Guard', 'Contrary']",480,70,105,90,80,90,45
#755,Morelull,Illuminating Pokémon,"['0\'08""', '0.2m']","['3.3lbs', '1.5kg']","['Grass', 'Fairy']","['Illuminate', 'Effect Spore', 'Rain Dish']",285,40,35,55,65,75,15
#756,Shiinotic,Illuminating Pokémon,"['3\'03""', '1.0m']","['25.4lbs', '11.5kg']","['Grass', 'Fairy']","['Illuminate', 'Effect Spore', 'Rain Dish']",405,60,45,80,90,100,30
#757,Salandit,Toxic Lizard Pokémon,"['2\'00""', '0.6m']","['10.6lbs', '4.8kg']","['Poison', 'Fire']","['Corrosion', 'Oblivious']",320,48,44,40,71,40,77
#758,Salazzle,Toxic Lizard Pokémon,"['3\'11""', '1.2m']","['48.9lbs', '22.2kg']","['Poison', 'Fire']","['Corrosion', 'Oblivious']",480,68,64,60,111,60,117
#759,Stufful,Flailing Pokémon,"['1\'08""', '0.5m']","['15.0lbs', '6.8kg']","['Normal', 'Fighting']","['Fluffy', 'Klutz', 'Cute Charm']",340,70,75,50,45,50,50
#760,Bewear,Strong Arm Pokémon,"['6\'11""', '2.1m']","['297.6lbs', '135.0kg']","['Normal', 'Fighting']","['Fluffy', 'Klutz', 'Unnerve']",500,120,125,80,55,60,60
#761,Bounsweet,Fruit Pokémon,"['1\'00""', '0.3m']","['7.1lbs', '3.2kg']",['Grass'],"['Leaf Guard', 'Oblivious', 'Sweet Veil']",210,42,30,38,30,38,32
#762,Steenee,Fruit Pokémon,"['2\'04""', '0.7m']","['18.1lbs', '8.2kg']",['Grass'],"['Leaf Guard', 'Oblivious', 'Sweet Veil']",290,52,40,48,40,48,62
#763,Tsareena,Fruit Pokémon,"['3\'11""', '1.2m']","['47.2lbs', '21.4kg']",['Grass'],"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",510,72,120,98,50,98,72
#764,Comfey,Posy Picker Pokémon,"['0\'04""', '0.1m']","['0.7lbs', '0.3kg']",['Fairy'],"['Flower Veil', 'Triage', 'Natural Cure']",485,51,52,90,82,110,100
#765,Oranguru,Sage Pokémon,"['4\'11""', '1.5m']","['167.5lbs', '76.0kg']","['Normal', 'Psychic']","['Inner Focus', 'Telepathy', 'Symbiosis']",490,90,60,80,90,110,60
#766,Passimian,Teamwork Pokémon,"['6\'07""', '2.0m']","['182.5lbs', '82.8kg']",['Fighting'],"['Receiver', 'Defiant']",490,100,120,90,40,60,80
#767,Wimpod,Turn Tail Pokémon,"['1\'08""', '0.5m']","['26.5lbs', '12.0kg']","['Bug', 'Water']",['Wimp Out'],230,25,35,40,20,30,80
#768,Golisopod,Hard Scale Pokémon,"['6\'07""', '2.0m']","['238.1lbs', '108.0kg']","['Bug', 'Water']",['Emergency Exit'],530,75,125,140,60,90,40
#769,Sandygast,Sand Heap Pokémon,"['1\'08""', '0.5m']","['154.3lbs', '70.0kg']","['Ghost', 'Ground']","['Water Compaction', 'Sand Veil']",320,55,55,80,70,45,15
#770,Palossand,Sand Castle Pokémon,"['4\'03""', '1.3m']","['551.1lbs', '250.0kg']","['Ghost', 'Ground']","['Water Compaction', 'Sand Veil']",480,85,75,110,100,75,35
#771,Pyukumuku,Sea Cucumber Pokémon,"['1\'00""', '0.3m']","['2.6lbs', '1.2kg']",['Water'],"['Innards Out', 'Unaware']",410,55,60,130,30,130,5
#772,Type: Null,Synthetic Pokémon,"['6\'03""', '1.9m']","['265.7lbs', '120.5kg']",['Normal'],['Battle Armor'],534,95,95,95,95,95,59
#773,Silvally,Synthetic Pokémon,"['7\'07""', '2.3m']","['221.6lbs', '100.5kg']",['Normal'],['RKS System'],570,95,95,95,95,95,95
#774,Minior,Meteor Pokémon,"['1\'00""', '0.3m']","['88.2lbs', '40kg']","['Rock', 'Flying']",['Shields Down'],440,60,60,100,60,100,60
#775,Komala,Drowsing Pokémon,"['1\'04""', '0.4m']","['43.9lbs', '19.9kg']",['Normal'],['Comatose'],480,65,115,65,75,95,65
#776,Turtonator,Blast Turtle Pokémon,"['6\'07""', '2.0m']","['467.4lbs', '212.0kg']","['Fire', 'Dragon']",['Shell Armor'],485,60,78,135,91,85,36
#777,Togedemaru,Roly-Poly Pokémon,"['1\'00""', '0.3m']","['7.3lbs', '3.3kg']","['Electric', 'Steel']","['Iron Barbs', 'Lightning Rod', 'Sturdy']",435,65,98,63,40,73,96
#778,Mimikyu,Disguise Pokémon,"['0\'08""', '0.2m']","['1.5lbs', '0.7kg']","['Ghost', 'Fairy']",['Disguise'],476,55,90,80,50,105,96
#779,Bruxish,Gnash Teeth Pokémon,"['2\'11""', '0.9m']","['41.9lbs', '19kg']","['Water', 'Psychic']","['Dazzling', 'Strong Jaw', 'Wonder Skin']",475,68,105,70,70,70,92
#780,Drampa,Placid Pokémon,"['9\'10""', '3.0m']","['407.8lbs', '185.0kg']","['Normal', 'Dragon']","['Berserk', 'Sap Sipper', 'Cloud Nine']",485,78,60,85,135,91,36
#781,Dhelmise,Sea Creeper Pokémon,"['12\'10""', '3.9m']","['463.0lbs', '210.0kg']","['Ghost', 'Grass']",['Steelworker'],517,70,131,100,86,90,40
#782,Jangmo-o,Scaly Pokémon,"['2\'00""', '0.6m']","['65.5lbs', '29.7kg']",['Dragon'],"['Bulletproof', 'Soundproof', 'Overcoat']",300,45,55,65,45,45,45
#783,Hakamo-o,Scaly Pokémon,"['3\'11""', '1.2m']","['103.6lbs', '47.0kg']","['Dragon', 'Fighting']","['Bulletproof', 'Soundproof', 'Overcoat']",420,55,75,90,65,70,65
#784,Kommo-o,Scaly Pokémon,"['5\'03""', '1.6m']","['172.4lbs', '78.2kg']","['Dragon', 'Fighting']","['Bulletproof', 'Soundproof', 'Overcoat']",600,75,110,125,100,105,85
#785,Tapu Koko,Land Spirit Pokémon,"['5\'11""', '1.8m']","['45.2lbs', '20.5kg']","['Electric', 'Fairy']","['Electric Surge', 'Telepathy']",570,70,115,85,95,75,130
#786,Tapu Lele,Land Spirit Pokémon,"['3\'11""', '1.2m']","['41.0lbs', '18.6kg']","['Psychic', 'Fairy']","['Psychic Surge', 'Telepathy']",570,70,85,75,130,115,95
#787,Tapu Bulu,Land Spirit Pokémon,"['6\'03""', '1.9m']","['100.3lbs', '45.5kg']","['Grass', 'Fairy']","['Grassy Surge', 'Telepathy']",570,70,130,115,85,95,75
#788,Tapu Fini,Land Spirit Pokémon,"['4\'03""', '1.3m']","['46.7lbs', '21.2kg']","['Water', 'Fairy']","['Misty Surge', 'Telepathy']",570,70,75,115,95,130,85
#789,Cosmog,Nebula Pokémon,"['0\'08""', '0.2m']","['0.2lbs', '0.1kg']",['Psychic'],['Unaware'],200,43,29,31,29,31,37
#790,Cosmoem,Protostar Pokémon,"['0\'04""', '0.1m']","['2204.4lbs', '999.9kg']",['Psychic'],['Sturdy'],400,43,29,131,29,131,37
#791,Solgaleo,Sunne Pokémon,"['11\'02""', '3.4m']","['507.1lbs', '230.0kg']","['Psychic', 'Steel']",['Full Metal Body'],680,137,137,107,113,89,97
#792,Lunala,Moone Pokémon,"['13\'01""', '4.0m']","['264.6lbs', '120.0kg']","['Psychic', 'Ghost']",['Shadow Shield'],680,137,113,89,137,107,97
#793,Nihilego,Parasite Pokémon,"['3\'11""', '1.2m']","['122.4lbs', '55.5kg']","['Rock', 'Poison']",['Beast Boost'],570,109,53,47,127,131,103
#794,Buzzwole,Swollen Pokémon,"['7\'10""', '2.4m']","['735.5lbs', '333.6kg']","['Bug', 'Fighting']",['Beast Boost'],570,107,139,139,53,53,79
#795,Pheromosa,Lissome Pokémon,"['5\'11""', '1.8m']","['55.1lbs', '25.0kg']","['Bug', 'Fighting']",['Beast Boost'],570,71,137,37,137,37,151
#796,Xurkitree,Glowing Pokémon,"['12\'06""', '3.8m']","['220.5lbs', '100.0kg']",['Electric'],['Beast Boost'],570,83,89,71,173,71,83
#797,Celesteela,Launch Pokémon,"['30\'02""', '9.2m']","['2204.4lbs', '999.9kg']","['Steel', 'Flying']",['Beast Boost'],570,97,101,103,107,101,61
#798,Kartana,Drawn Sword Pokémon,"['1\'00""', '0.3m']","['0.2lbs', '0.1kg']","['Grass', 'Steel']",['Beast Boost'],570,59,181,131,59,31,109
#799,Guzzlord,Junkivore Pokémon,"['18\'01""', '5.5m']","['1957.7lbs', '888.0kg']","['Dark', 'Dragon']",['Beast Boost'],570,223,101,53,97,53,43
#800,Necrozma,Prism Pokémon,"['7\'10"" / 12\'06"" / 13\'09""', '2.4m / 3.8m / 2.3m']","['507.1lbs / 1014.1lbs / 771.6lbs', '230.0kg / 460.0kg / 350.0kg']",['Psychic'],['Prism Armor'],600,97,107,101,127,89,79
#801,Magearna,Artificial Pokémon,"['3\'03""', '1.0m']","['177.5lbs', '80.5kg']","['Steel', 'Fairy']",['Soul-Heart'],600,80,95,115,130,115,65
#802,Marshadow,Gloomdweller Pokémon,"['2\'04""', '0.7m']","['48.9lbs', '22.2kg']","['Fighting', 'Ghost']",['Technician'],600,90,125,80,90,90,125
#803,Poipole,Poison Pin Pokémon,"['2\'00""', '0.6m']","['4.0lbs', '1.8kg']",['Poison'],['Beast Boost'],420,67,73,67,73,67,73
#804,Naganadel,Poison Pin Pokémon,"['11\'10""', '3.6m']","['330.7lbs', '150.0kg']","['Poison', 'Dragon']",['Beast Boost'],540,73,73,73,127,73,121
#805,Stakataka,Rampart Pokémon,"['18\'01""', '5.5m']","['1807.8lbs', '820.0kg']","['Rock', 'Steel']",['Beast Boost'],570,61,131,211,53,101,13
#806,Blacephalon,Fireworks Pokémon,"['5\'11""', '1.8m']","['28.7lbs', '13.0kg']","['Fire', 'Ghost']",['Beast Boost'],570,53,127,53,151,79,107
#807,Zeraora,Thunderclap Pokémon,"['4\'11""', '1.5m']","['98.1lbs', '44.5kg']",['Electric'],['Volt Absorb'],600,88,112,75,102,80,143
#808,Meltan,Hex Nut Pokémon,"['0\'08""', '0.2m']","['17.6lbs', '8.0kg']",['Steel'],['Magnet Pull'],300,46,65,65,55,35,34
#809,Melmetal,Hex Nut Pokémon,"['8\'02""', '2.5m']","['1763.7lbs', '800.0kg']",['Steel'],['Iron Fist'],600,135,143,143,80,65,34
#810,Grookey,Chimp Pokémon,"['1\'00""', '0.3m']","['11.0lbs', '5.0kg']",['Grass'],"['Overgrow', 'Grassy Surge']",310,50,65,50,40,40,65
#811,Thwackey,Beat Pokémon,"['2\'04""', '0.7m']","['30.9lbs', '14.0kg']",['Grass'],"['Overgrow', 'Grassy Surge']",420,70,85,70,55,60,80
#812,Rillaboom,Drummer Pokémon,"['6\'11""', '2.1m']","['198.4lbs', '90.0kg']",['Grass'],"['Overgrow', 'Grassy Surge']",530,100,125,90,60,70,85
#813,Scorbunny,Rabbit Pokémon,"['1\'00""', '0.3m']","['9.9lbs', '4.5kg']",['Fire'],"['Blaze', 'Libero']",310,50,71,40,40,40,69
#814,Raboot,Rabbit Pokémon,"['2\'00""', '0.6m']","['19.8lbs', '9.0kg']",['Fire'],"['Blaze', 'Libero']",420,65,86,60,55,60,94
#815,Cinderace,Striker Pokémon,"['4\'07""', '1.4m']","['72.8lbs', '33.0kg']",['Fire'],"['Blaze', 'Libero']",530,80,116,75,65,75,119
#816,Sobble,Water Lizard Pokémon,"['1\'00""', '0.3m']","['8.8lbs', '4.0kg']",['Water'],"['Torrent', 'Sniper']",310,50,40,40,70,40,70
#817,Drizzile,Water Lizard Pokémon,"['2\'04""', '0.7m']","['25.4lbs', '11.5kg']",['Water'],"['Torrent', 'Sniper']",420,65,60,55,95,55,90
#818,Inteleon,Secret Agent Pokémon,"['6\'03""', '1.9m']","['99.6lbs', '45.2kg']",['Water'],"['Torrent', 'Sniper']",530,70,85,65,125,65,120
#819,Skwovet,Cheeky Pokémon,"['1\'00""', '0.3m']","['5.5lbs', '2.5kg']",['Normal'],"['Cheek Pouch', 'Gluttony']",275,70,55,55,35,35,25
#820,Greedent,Greedy Pokémon,"['2\'00""', '0.6m']","['13.2lbs', '6.0kg']",['Normal'],"['Cheek Pouch', 'Gluttony']",460,120,95,95,55,75,20
#821,Rookidee,Tiny Bird Pokémon,"['0\'08""', '0.2m']","['4.0lbs', '1.8kg']",['Flying'],"['Keen Eye', 'Unnerve', 'Big Pecks']",245,38,47,35,33,35,57
#822,Corvisquire,Raven Pokémon,"['2\'07""', '0.8m']","['35.3lbs', '16.0kg']",['Flying'],"['Keen Eye', 'Unnerve', 'Big Pecks']",365,68,67,55,43,55,77
#823,Corviknight,Raven Pokémon,"['7\'03""', '2.2m']","['165.3lbs', '75.0kg']","['Flying', 'Steel']","['Pressure', 'Unnerve', 'Mirror Armor']",495,98,87,105,53,85,67
#824,Blipbug,Larva Pokémon,"['1\'04""', '0.4m']","['17.6lbs', '8.0kg']",['Bug'],"['Swarm', 'Compoundeyes', 'Telepathy']",180,25,20,20,25,45,45
#825,Dottler,Radome Pokémon,"['1\'04""', '0.4m']","['43.0lbs', '19.5kg']","['Bug', 'Psychic']","['Swarm', 'Compoundeyes', 'Telepathy']",335,50,35,80,50,90,30
#826,Orbeetle,Seven Spot Pokémon,"['1\'04""', '0.4m']","['89.9lbs', '40.8kg']","['Bug', 'Psychic']","['Swarm', 'Frisk', 'Telepathy']",505,60,45,110,80,120,90
#827,Nickit,Fox Pokémon,"['2\'00""', '0.6m']","['19.6lbs', '8.9kg']",['Dark'],"['Run Away', 'Unburden', 'Stakeout']",245,40,28,28,47,52,50
#828,Thievul,Fox Pokémon,"['3\'11""', '1.2m']","['43.9lbs', '19.9kg']",['Dark'],"['Run Away', 'Unburden', 'Stakeout']",455,70,58,58,87,92,90
#829,Gossifleur,Flowering Pokémon,"['1\'04""', '0.4m']","['4.9lbs', '2.2kg']",['Grass'],"['Cotton Down', 'Regenerator', 'Effect Spore']",250,40,40,60,40,60,10
#830,Eldegoss,Cotton Bloom Pokémon,"['1\'08""', '0.5m']","['5.5lbs', '2.5kg']",['Grass'],"['Cotton Down', 'Regenerator', 'Effect Spore']",460,60,50,90,80,120,60
#831,Wooloo,Sheep Pokémon,"['2\'00""', '0.6m']","['13.2lbs', '6.0kg']",['Normal'],"['Fluffy', 'Run Away', 'Bulletproof']",270,42,40,55,40,45,48
#832,Dubwool,Sheep Pokémon,"['4\'03""', '1.3m']","['94.8lbs', '43.0kg']",['Normal'],"['Fluffy', 'Steadfast', 'Bulletproof']",490,72,80,100,60,90,88
#833,Chewtle,Snapping Pokémon,"['1\'00""', '0.3m']","['18.7lbs', '8.5kg']",['Water'],"['Strong Jaw', 'Shell Armor', 'Swift Swim']",284,50,64,50,38,38,44
#834,Drednaw,Bite Pokémon,"['3\'03""', '1.0m']","['254.6lbs', '115.5kg']","['Water', 'Rock']","['Strong Jaw', 'Shell Armor', 'Swift Swim']",485,90,115,90,48,68,74
#835,Yamper,Puppy Pokémon,"['1\'00""', '0.3m']","['29.8lbs', '13.5kg']",['Electric'],"['Ball Fetch', 'Rattled']",270,59,45,50,40,50,26
#836,Boltund,Dog Pokémon,"['3\'03""', '1.0m']","['75.0lbs', '34.0kg']",['Electric'],"['Strong Jaw', 'Competitive']",490,69,90,60,90,60,121
#837,Rolycoly,Coal Pokémon,"['1\'00""', '0.3m']","['26.5lbs', '12.0kg']",['Rock'],"['Steam Engine', 'Heatproof', 'Flash Fire']",240,30,40,50,40,50,30
#838,Carkol,Coal Pokémon,"['3\'07""', '1.1m']","['172.0lbs', '78.0kg']","['Rock', 'Fire']","['Steam Engine', 'Flame Body', 'Flash Fire']",410,80,60,90,60,70,50
#839,Coalossal,Coal Pokémon,"['9\'02""', '2.8m']","['684.5lbs', '310.5kg']","['Rock', 'Fire']","['Steam Engine', 'Flame Body', 'Flash Fire']",510,110,80,120,80,90,30
#840,Applin,Apple Core Pokémon,"['0\'08""', '0.2m']","['1.1lbs', '0.5kg']","['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Bulletproof']",260,40,40,80,40,40,20
#841,Flapple,Apple Wing Pokémon,"['1\'00""', '0.3m']","['2.2lbs', '1.0kg']","['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Hustle']",485,70,110,80,95,60,70
#842,Appletun,Apple Nectar Pokémon,"['1\'04""', '0.4m']","['28.7lbs', '13.0kg']","['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Thick Fat']",485,110,85,80,100,80,30
#843,Silicobra,Sand Snake Pokémon,"['7\'03""', '2.2m']","['16.8lbs', '7.6kg']",['Ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",315,52,57,75,35,50,46
#844,Sandaconda,Sand Snake Pokémon,"['12\'06""', '3.8m']","['144.4lbs', '65.5kg']",['Ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",510,72,107,125,65,70,71
#845,Cramorant,Gulp Pokémon,"['2\'07""', '0.8m']","['39.7lbs', '18.0kg']","['Flying', 'Water']",['Gulp Missile'],475,70,85,55,85,95,85
#846,Arrokuda,Rush Pokémon,"['1\'08""', '0.5m']","['2.2lbs', '1.0kg']",['Water'],"['Swift Swim', 'Propeller Tail']",280,41,63,40,40,30,66
#847,Barraskewda,Skewer Pokémon,"['4\'03""', '1.3m']","['66.1lbs', '30.0kg']",['Water'],"['Swift Swim', 'Propeller Tail']",490,61,123,60,60,50,136
#848,Toxel,Baby Pokémon,"['1\'04""', '0.4m']","['24.3lbs', '11.0kg']","['Electric', 'Poison']","['Rattled', 'Static', 'Klutz']",242,40,38,35,54,35,40
#849,Toxtricity,Punk Pokémon,"['5\'03""', '1.6m']","['88.2lbs', '40.0kg']","['Electric', 'Poison']","['Punk Rock', 'Plus', 'Technician']",502,75,98,70,114,70,75
#850,Sizzlipede,Radiator Pokémon,"['2\'04""', '0.7m']","['2.2lbs', '1.0kg']","['Fire', 'Bug']","['Flash Fire', 'White Smoke', 'Flame Body']",305,50,65,45,50,50,45
#851,Centiskorch,Radiator Pokémon,"['9\'10""', '3.0m']","['264.6lbs', '120.0kg']","['Fire', 'Bug']","['Flash Fire', 'White Smoke', 'Flame Body']",525,100,115,65,90,90,65
#852,Clobbopus,Tantrum Pokémon,"['2\'00""', '0.6m']","['8.8lbs', '4.0kg']",['Fighting'],"['Limber', 'Technician']",310,50,68,60,50,50,32
#853,Grapploct,Jujitsu Pokémon,"['5\'03""', '1.6m']","['86.0lbs', '39.0kg']",['Fighting'],"['Limber', 'Technician']",480,80,118,90,70,80,42
#854,Sinistea,Black Tea Pokémon,"['0\'04""', '0.1m']","['0.4lbs', '0.2kg']",['Ghost'],"['Weak Armor', 'Cursed Body']",308,40,45,45,74,54,50
#855,Polteageist,Black Tea Pokémon,"['0\'08""', '0.2m']","['0.9lbs', '0.4kg']",['Ghost'],"['Weak Armor', 'Cursed Body']",508,60,65,65,134,114,70
#856,Hatenna,Calm Pokémon,"['1\'04""', '0.4m']","['7.5lbs', '3.4kg']",['Psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",265,42,30,45,56,53,39
#857,Hattrem,Serene Pokémon,"['2\'00""', '0.6m']","['10.6lbs', '4.8kg']",['Psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",370,57,40,65,86,73,49
#858,Hatterene,Silent Pokémon,"['6\'11""', '2.1m']","['11.2lbs', '5.1kg']","['Psychic', 'Fairy']","['Healer', 'Anticipation', 'Magic Bounce']",510,57,90,95,136,103,29
#859,Impidimp,Wily Pokémon,"['1\'04""', '0.4m']","['12.1lbs', '5.5kg']","['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']",265,45,45,30,55,40,50
#860,Morgrem,Devious Pokémon,"['2\'07""', '0.8m']","['27.6lbs', '12.5kg']","['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']",370,65,60,45,75,55,70
#861,Grimmsnarl,Bulk Up Pokémon,"['4\'11""', '1.5m']","['134.5lbs', '61.0kg']","['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']",510,95,120,65,95,75,60
#862,Obstagoon,Blocking Pokémon,"['5\'03""', '1.6m']","['101.4lbs', '46.0kg']","['Dark', 'Normal']","['Reckless', 'Guts', 'Defiant']",520,93,90,101,60,81,95
#863,Perrserker,Viking Pokémon,"['2\'07""', '0.8m']","['61.7lbs', '28.0kg']",['Steel'],"['Battle Armor', 'Tough Claws', 'Steely Spirit']",440,70,110,100,50,60,50
#864,Cursola,Coral Pokémon,"['3\'03""', '1.0m']","['0.9lbs', '0.4kg']",['Ghost'],"['Weak Armor', 'Perish Body']",510,60,95,50,145,130,30
#865,Sirfetch'd,Wild Duck Pokémon,"['2\'07""', '0.8m']","['257.9lbs', '117.0kg']",['Fighting'],"['Steadfast', 'Scrappy']",507,62,135,95,68,82,65
#866,Mr. Rime,Comedian Pokémon,"['4\'11""', '1.5m']","['128.3lbs', '58.2kg']","['Ice', 'Psychic']","['Tangled Feet', 'Screen Cleaner', 'Ice Body']",520,80,85,75,110,100,70
#867,Runerigus,Grudge Pokémon,"['5\'03""', '1.6m']","['146.8lbs', '66.6kg']","['Ground', 'Ghost']",['Wandering Spirit'],483,58,95,145,50,105,30
#868,Milcery,Cream Pokémon,"['0\'08""', '0.2m']","['0.7lbs', '0.3kg']",['Fairy'],"['Sweet Veil', 'Aroma Veil']",270,45,40,40,50,61,34
#869,Alcremie,Cream Pokémon,"['1\'00""', '0.3m']","['1.1lbs', '0.5kg']",['Fairy'],"['Sweet Veil', 'Aroma Veil']",495,65,60,75,110,121,64
#870,Falinks,Formation Pokémon,"['9\'10""', '3.0m']","['136.7lbs', '62.0kg']",['Fighting'],"['Battle Armor', 'Defiant']",470,65,100,100,70,60,75
#871,Pincurchin,Sea Urchin Pokémon,"['1\'00""', '0.3m']","['2.2lbs', '1.0kg']",['Electric'],"['Lightning Rod', 'Electric Surge']",435,48,101,95,91,85,15
#872,Snom,Worm Pokémon,"['1\'00""', '0.3m']","['8.4lbs', '3.8kg']","['Ice', 'Bug']","['Shield Dust', 'Ice Scales']",185,30,25,35,45,30,20
#873,Frosmoth,Frost Moth Pokémon,"['4\'03""', '1.3m']","['92.6lbs', '42.0kg']","['Ice', 'Bug']","['Shield Dust', 'Ice Scales']",475,70,65,60,125,90,65
#874,Stonjourner,Big Rock Pokémon,"['8\'02""', '2.5m']","['1146.4lbs', '520.0kg']",['Rock'],['Power Spot'],470,100,125,135,20,20,70
#875,Eiscue,Penguin Pokémon,"['4\'07""', '1.4m']","['196.2lbs', '89.0kg']",['Ice'],['Ice Face'],470,75,80,110,65,90,50
#876,Indeedee,Emotion Pokémon,"['2\'11""', '0.9m']","['61.7lbs', '28.0kg']","['Psychic', 'Normal']","['Inner Focus', 'Synchronize', 'Psychic Surge']",475,60,65,55,105,95,95
#877,Morpeko,Two-Sided Pokémon,"['1\'00""', '0.3m']","['6.6lbs', '3.0kg']","['Electric', 'Dark']",['Hunger Switch'],436,58,95,58,70,58,97
