number,name,sprite,class,height,weight,type1,type2,ability1,ability2,ability3,bst,hp,attack,defense,sp_attack,sp_defense,speed
889,Zamazenta,require('../sprites/889.png'),Warrior Pokémon,2.9m,210.0kg,Fighting,,Dauntless Shield,,,670,92,130,115,80,115,138
890,Eternatus,require('../sprites/890.png'),Gigantic Pokémon,20.0m,950.0kg,Poison,Dragon,Pressure,,,690,140,85,95,145,95,130
891,Kubfu,require('../sprites/891.png'),Wushu Pokémon,0.6m,12.0kg,Fighting,,Inner Focus,,,385,60,90,60,53,50,72
892,Urshifu,require('../sprites/892.png'),Wushu Pokémon,1.9m,105.0kg,Fighting,Dark,Unseen Fist,,,550,100,130,100,63,60,97
893,Zarude,require('../sprites/893.png'),Rogue Monkey Pokémon,1.8m,70.0kg,Dark,Grass,Leaf Guard,,,600,105,120,105,70,95,105
894,Regieleki,require('../sprites/894.png'),Electron Pokémon,1.2m,145.0kg,Electric,,Transistor,,,580,80,100,50,100,50,200
895,Regidrago,require('../sprites/895.png'),Dragon Orb Pokémon,2.1m,200.0kg,Dragon,,Dragon's Maw,,,580,200,100,50,100,50,80
896,Glastrier,require('../sprites/896.png'),Wild Horse Pokémon,2.2m,800.0kg,Ice,,Chilling Neigh,,,580,100,145,130,65,110,30
897,Spectrier,require('../sprites/897.png'),Swift Horse Pokémon,2.0m,44.5kg,Ghost,,Grim Neigh,,,580,100,65,60,145,80,130
898,Calyrex,require('../sprites/898.png'),King Pokémon (Calyrex)High King Pokémon (Rider),1.1m,7.7kg,Psychic,Grass,Unnerve,,,500,100,80,80,80,80,80
899,Wyrdeer,require('../sprites/899.png'),Big Hornr Pokémon,1.8m,95.1kg,Normal,Psychic,Intimidate,Frisk,Sap Sipper,525,103,105,72,105,75,65
900,Kleavor,require('../sprites/900.png'),Axe Pokémon,1.8m,89kg,Bug,Rock,Swarm,Sheer Force,Steadfast,500,70,135,95,45,70,85
901,Ursaluna,require('../sprites/901.png'),Peat Pokémon,2.4m,290kg,Ground,Normal,Guts,Bulletproof,Unnerve,550,130,140,105,45,80,50
902,Basculegion,require('../sprites/902.png'),Big Fish Pokémon,3m,110kg,Water,Ghost,Rattled,Adaptability,Mold Breaker,530,120,112,65,80,75,78
903,Sneasler,require('../sprites/903.png'),Free Climb Pokémon,1.3m,43kg,Fighting,Poison,Pressure,Poison Touch,,510,80,130,60,40,80,120
904,Overqwil,require('../sprites/904.png'),Pin Cluster Pokémon,2.5m,60.5kg,Dark,Poison,Poison Point,Swift Swim,Intimidate,510,85,115,95,65,65,85
905,Enamorus,require('../sprites/905.png'),Love-Hate Pokémon,1.6m,48kg,Fairy,Flying,Healer,Contrary,,580,74,115,70,135,80,106
